name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
Ivy the Kiwi?,Wii,2010,Puzzle,rising star games,0.04,0.02,0.00,0.00,0.06,7.2,Prope,E,low,16,old
Resident Evil 2,GC,2003,Action,capcom,0.04,0.01,0.00,0.00,0.06,8.5,Capcom,M,low,23,old
Honeycomb Beat,DS,2006,Puzzle,konami digital entertainment,0.05,0.00,0.00,0.00,0.06,7.5,Hudson,E,low,20,old
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,snk,0.00,0.00,0.05,0.00,0.06,7.5,unknown,E,low,28,old
Minna no Sukkiri,PSP,2009,Sports,sony computer entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,17,old
Catwoman,XB,2004,Action,electronic arts,0.04,0.01,0.00,0.00,0.06,4.6,EA Games,T,low,22,old
Aquarium by DS,DS,2008,Simulation,mercury games,0.05,0.00,0.00,0.00,0.06,7.5,unknown,E,low,18,old
Winter Sports 2: The Next Challenge,DS,2008,Sports,rtl,0.04,0.02,0.00,0.00,0.06,7.5,49Games,E,low,18,old
Chaos Rings III,PSV,2014,Role-Playing,square enix,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,12,recent
Top Gun: Hard Lock,X360,2012,Action,505 games,0.03,0.02,0.00,0.00,0.06,3.5,505 Games,T,low,14,recent
Kamen Rider: Battride War Genesis,PS4,2016,Action,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,10,recent
Warriors Orochi 2,X360,2008,Action,tecmo koei,0.04,0.00,0.01,0.00,0.06,8.1,Omega Force,T,low,18,old
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,nippon ichi software,0.03,0.02,0.00,0.01,0.06,7.5,Gust,E10+,low,19,old
Burning Rangers,SAT,1998,Platform,sega,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,28,old
Flip's Twisted World,Wii,2007,Platform,unknown,0.05,0.00,0.00,0.00,0.06,7.5,"Majesco Games, Majesco",E,low,19,old
Street Fighter V,PC,2016,Fighting,capcom,0.00,0.05,0.00,0.00,0.06,2.9,Capcom,T,low,10,recent
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,activision,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,12,recent
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,takara tomy,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,16,old
Samurai Warriors 4: Empires,PS3,2015,Action,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,Omega Force,T,low,11,recent
Interplay Sports Baseball 2000,PS,1999,Sports,interplay,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,27,old
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,konami digital entertainment,0.04,0.02,0.00,0.00,0.06,9.0,WinkySoft,E,low,25,old
Animorphs: Shattered Reality,PS,2000,Action,infogrames,0.03,0.02,0.00,0.00,0.06,7.5,SingleTrac,E,low,26,old
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,konami digital entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,34,old
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,digicube,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,24,old
MX vs. ATV Supercross Encore,PS4,2015,Sports,nordic games,0.00,0.05,0.00,0.01,0.06,4.1,Rainbow Studios,E,low,11,recent
Gun Showdown,PSP,2006,Action,activision,0.05,0.00,0.00,0.01,0.06,7.6,"Rebellion, Neversoft Entertainment",M,low,20,old
Terminator 3: Rise of the Machines,GBA,2003,Action,atari,0.04,0.02,0.00,0.00,0.06,7.5,Taniko,T,low,23,old
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,sega,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,20,old
G1 Jockey 2,PS2,2000,Sports,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,26,old
Tiger Woods PGA Tour 08,DS,2007,Sports,electronic arts,0.05,0.00,0.00,0.00,0.06,7.6,Exient Entertainment,E,low,19,old
Mobile Ops: The One Year War,X360,2007,Simulation,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,"Dimps Corporation, Dream Execution",E,low,19,old
Constantine,XB,2005,Action,sci,0.04,0.01,0.00,0.00,0.06,7.1,Bits Studios,M,low,21,old
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,ubisoft,0.04,0.01,0.00,0.00,0.06,7.1,Ubisoft Montreal,M,low,20,old
Senritsu no Stratus,PSP,2011,Role-Playing,konami digital entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,15,old
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,takara tomy,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,17,old
Gormiti: The Lords of Nature!,DS,2010,Adventure,konami digital entertainment,0.05,0.00,0.00,0.00,0.06,7.5,unknown,E,low,16,old
Monkey Island: Special Edition Collection,X360,2011,Adventure,activision,0.00,0.05,0.00,0.01,0.06,7.5,unknown,E,low,15,old
Samurai Shodown Anthology,Wii,2008,Fighting,ignition entertainment,0.05,0.00,0.00,0.00,0.06,8.2,SNK Playmore,T,low,18,old
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,thq,0.01,0.04,0.00,0.01,0.06,8.4,GSC Game World,M,low,19,old
Nanostray,DS,2005,Shooter,majesco entertainment,0.05,0.00,0.00,0.00,0.06,7.7,Shin'en,E,low,21,old
Wantame Fortune Channel,DS,2007,Misc,capcom,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,19,old
Atari's Greatest Hits: Volume 2,DS,2011,Misc,atari,0.05,0.00,0.00,0.00,0.06,7.5,unknown,E,low,15,old
Evangelion: Jo,PSP,2009,Action,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,17,old
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,sony computer entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,19,old
Samurai Jack: The Shadow of Aku,PS2,2004,Action,sega,0.03,0.02,0.00,0.01,0.06,8.4,Adrenium,T,low,22,old
Men in Black The Series: Crashdown,PS,2001,Shooter,infogrames,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,25,old
Kamen Rider Kabuto,PS2,2006,Action,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,20,old
Tropico 5,X360,2014,Simulation,kalypso media,0.03,0.02,0.00,0.00,0.06,7.2,Haemimont,T,low,12,recent
Winx Club: Quest for the Codex,DS,2006,Action,konami digital entertainment,0.03,0.02,0.00,0.00,0.06,6.8,Powerhead Games,E,low,20,old
Zero Divide,PS,1995,Fighting,ocean,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,31,old
FIFA Street,GC,2005,Sports,electronic arts,0.04,0.01,0.00,0.00,0.06,7.5,unknown,E,low,21,old
Tsugunai: Atonement,PS2,2001,Role-Playing,sony computer entertainment,0.02,0.01,0.02,0.00,0.06,7.5,Cattle Call,T,low,25,old
Rugby World Cup 2015,PS4,2015,Sports,ubisoft,0.00,0.05,0.00,0.01,0.06,1.9,HB Studios Multimedia,E,low,11,recent
Real Soccer 2009,DS,2008,Sports,ubisoft,0.05,0.00,0.00,0.00,0.06,7.5,Ubisoft,E,low,18,old
Lost Kingdoms II,GC,2003,Role-Playing,activision,0.04,0.01,0.00,0.00,0.06,9.1,From Software,T,low,23,old
Aggressive Inline,GC,2002,Sports,acclaim entertainment,0.04,0.01,0.00,0.00,0.06,7.8,"Z-Axis, Ltd.",T,low,24,old
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,capcom,0.04,0.01,0.00,0.00,0.06,6.9,Clover Studio,T,low,21,old
ZombiU,PS4,2016,Action,ubisoft,0.00,0.04,0.01,0.01,0.06,7.5,unknown,E,low,10,recent
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,atari,0.05,0.00,0.00,0.00,0.06,6.9,Hit Maker,E10+,low,20,old
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,idea factory,0.03,0.00,0.03,0.01,0.06,6.5,Design Factory,M,low,16,old
X-Men: Destiny,DS,2011,Action,activision,0.05,0.01,0.00,0.00,0.06,5.6,Silicon Knights,E10+,low,15,old
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,19,old
Rugby World Cup 2015,PS3,2015,Sports,ubisoft,0.00,0.05,0.00,0.01,0.06,7.5,HB Studios Multimedia,E,low,11,recent
The Sims 2: University,PC,2005,Simulation,electronic arts,0.01,0.04,0.00,0.01,0.06,7.8,Maxis,T,low,21,old
Pheasants Forever Wingshooter,Wii,2010,Shooter,unknown,0.03,0.02,0.00,0.00,0.06,7.5,High Voltage Software,T,low,16,old
Generation of Chaos,PSP,2005,Role-Playing,midas interactive entertainment,0.05,0.00,0.00,0.00,0.06,7.7,Idea Factory,T,low,21,old
Pro Yaky? Spirits 2012,PSV,2012,Sports,konami digital entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,14,recent
SD Gundam G Generation Wars,Wii,2009,Strategy,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,17,old
Broken Sword II: The Smoking Mirror,PS,1997,Adventure,sony computer entertainment,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,29,old
Pump It Up: Exceed,PS2,2005,Misc,mastiff,0.03,0.02,0.00,0.01,0.06,8.4,Andamiro U.S.A. Corp.,T,low,21,old
World Championship Athletics,Wii,2009,Sports,dtp entertainment,0.04,0.01,0.00,0.00,0.06,7.5,Crave,E,low,17,old
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,idea factory,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,14,recent
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,aksys games,0.03,0.00,0.02,0.01,0.06,6.4,TOYBOX,T,low,12,recent
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,activision,0.04,0.01,0.00,0.00,0.06,7.5,Stealth Studios,T,low,24,old
MotorStorm RC,PSV,2012,Racing,sony computer entertainment,0.00,0.04,0.00,0.01,0.06,6.8,Evolution Studios,E,low,14,recent
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,d3publisher,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,19,old
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,codemasters,0.03,0.02,0.00,0.01,0.06,7.5,unknown,E,low,22,old
Dr. Muto,XB,2002,Platform,midway games,0.04,0.01,0.00,0.00,0.06,7.5,Midway,T,low,24,old
Harry Potter and the Sorcerer's Stone,PC,2001,Action,electronic arts,0.01,0.04,0.00,0.01,0.06,7.8,KnowWonder,E,low,25,old
Girls RPG: Cinderellife,3DS,2012,Role-Playing,level 5,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,14,recent
Tom Clancy's Rainbow Six: Critical Hour,XB,2007,Shooter,unknown,0.04,0.01,0.00,0.00,0.06,3.6,Ubisoft Quebec,M,low,19,old
Scrabble Blast!,GBA,2005,Misc,zoo digital publishing,0.04,0.01,0.00,0.00,0.06,7.5,unknown,E,low,21,old
Scurge: Hive,DS,2006,Action,southpeak games,0.05,0.00,0.00,0.00,0.06,8.6,"Orbital Media, Inc.",E10+,low,20,old
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,kadokawa shoten,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,14,recent
Remember Me,PC,2013,Action,capcom,0.00,0.05,0.00,0.00,0.06,7.4,DONTNOD Entertainment,M,low,13,recent
Gintama no Sugoroku,PSP,2013,Action,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,13,recent
The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,warner bros  interactive entertainment,0.03,0.02,0.00,0.01,0.06,7.5,TT Fusion,E10+,low,16,old
Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,epoch,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,31,old
Myst,SAT,1994,Adventure,sunsoft,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,32,old
Miracle Girls Festival,PSV,2015,Misc,sega,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,11,recent
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,kadokawa shoten,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,15,old
Starwinder: The Ultimate Space Race,PS,1996,Racing,mindscape,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,30,old
Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,o games,0.00,0.05,0.00,0.00,0.06,7.5,O-Games,E,low,16,old
Angelique Trois,PS2,2000,Adventure,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,26,old
Zendoku,DS,2007,Puzzle,eidos interactive,0.05,0.00,0.00,0.00,0.06,7.5,Zoonami Ltd.,E,low,19,old
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,nintendo,0.00,0.00,0.05,0.00,0.06,7.5,unknown,E,low,21,old
Winx Club: Mission Enchantix,DS,2008,Adventure,konami digital entertainment,0.03,0.02,0.00,0.00,0.06,7.5,Powerhead Games,E,low,18,old
FIFA Soccer 06,DS,2005,Sports,electronic arts,0.05,0.00,0.00,0.00,0.06,7.5,unknown,E,low,21,old
A-Train 6,PS2,2000,Strategy,midas interactive entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,26,old
Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,19,old
MotoGP,GBA,2002,Racing,thq,0.04,0.01,0.00,0.00,0.06,7.5,Visual Impact,E,low,24,old
Dino Pets,DS,2009,Simulation,avanquest,0.05,0.00,0.00,0.00,0.06,7.5,Destineer,E,low,17,old
ESPN International Winter Sports 2002,PS2,2002,Sports,konami digital entertainment,0.03,0.02,0.00,0.01,0.06,7.5,Konami,E,low,24,old
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,konami digital entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,17,old
KimiKiss (ebKore+),PS2,2008,Adventure,enterbrain,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,18,old
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,tecmo koei,0.00,0.05,0.00,0.01,0.06,7.5,unknown,E,low,15,old
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,ubisoft,0.03,0.02,0.00,0.00,0.06,7.5,Revolution Software,E,low,26,old
Choro Q Marine: Q Boat,PS,1998,Racing,takara,0.00,0.00,0.05,0.00,0.06,7.5,unknown,E,low,28,old
NBA Live 07,XB,2006,Sports,electronic arts,0.04,0.01,0.00,0.00,0.06,6.8,EA Sports,E,low,20,old
Caligula,PSV,2016,Role-Playing,furyu,0.00,0.00,0.06,0.00,0.06,7.5,Aquria,E,low,10,recent
BattleBots: Beyond the BattleBox,GBA,2002,Action,vivendi games,0.04,0.01,0.00,0.00,0.06,7.5,Cave Barn,E,low,24,old
Yuugen Gaisha Brave Company,3DS,2011,Strategy,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,15,old
Diva Girls: Divas on Ice,DS,2009,Sports,505 games,0.05,0.00,0.00,0.00,0.06,7.5,Arc System Works,E,low,17,old
Handball 16,PS4,2015,Sports,bigben interactive,0.00,0.05,0.00,0.01,0.06,3.0,EKO Software,E,low,11,recent
Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,acquire,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,15,old
Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,majesco entertainment,0.04,0.01,0.00,0.00,0.06,7.5,Radius9,E,low,22,old
Dreamer Series: Babysitter,DS,2009,Simulation,deep silver,0.05,0.00,0.00,0.00,0.06,7.5,Zig Zag,E,low,17,old
Samurai Warriors 4: Empires,PSV,2015,Action,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,Omega Force,T,low,11,recent
Ride to Hell,X360,2013,Racing,deep silver,0.04,0.01,0.00,0.01,0.06,1.3,"Eutechnyx, Deep Silver",M,low,13,recent
The King of Fighters '96,NG,1996,Fighting,snk,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,30,old
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,tecmo koei,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,12,recent
Friends: The One with All the Trivia,PS2,2005,Misc,warner bros  interactive entertainment,0.03,0.02,0.00,0.01,0.06,7.5,Artech Studios,T,low,21,old
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,creative core,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,18,old
Backyard NFL Football '08,PS2,2007,Sports,atari,0.03,0.02,0.00,0.01,0.06,7.5,unknown,E,low,19,old
The Saboteur,PC,2009,Action,electronic arts,0.00,0.05,0.00,0.01,0.06,8.0,Pandemic Studios,M,low,17,old
Gunbird,SAT,1995,Shooter,atlus,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,31,old
Dream C Club Portable,PSP,2010,Simulation,d3publisher,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,16,old
Hail to the Chimp,X360,2008,Misc,gamecock,0.05,0.00,0.00,0.00,0.06,6.1,Wideload Games Inc.,T,low,18,old
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,ubisoft,0.04,0.01,0.00,0.00,0.06,8.2,Ubisoft Shanghai,M,low,22,old
Elemental Gearbolt,PS,1997,Shooter,sony computer entertainment,0.03,0.02,0.00,0.00,0.06,7.5,Alfa System,T,low,29,old
Rocket League,PC,2016,Sports,505 games,0.01,0.04,0.00,0.00,0.06,8.2,Psyonix,E,low,10,recent
Warriors: Legends of Troy,X360,2011,Action,tecmo koei,0.00,0.04,0.01,0.01,0.06,7.5,unknown,E,low,15,old
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,tecmo koei,0.01,0.00,0.05,0.00,0.06,7.5,unknown,E,low,10,recent
WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,acclaim entertainment,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,31,old
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,rising star games,0.05,0.00,0.00,0.00,0.06,7.5,Amble,E10+,low,19,old
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,activision,0.04,0.01,0.00,0.00,0.06,7.5,unknown,E,low,22,old
Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,capcom,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,29,old
Whiplash,XB,2003,Racing,eidos interactive,0.04,0.01,0.00,0.00,0.06,7.5,Crystal Dynamics,T,low,23,old
V-Rally 3,PS2,2002,Racing,atari,0.03,0.02,0.00,0.01,0.06,7.4,Eden Studios,E,low,24,old
Pro Yakyuu Famista 2011,3DS,2011,Sports,namco bandai games,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,15,old
Impact Racing,PS,1996,Racing,jvc,0.03,0.02,0.00,0.00,0.06,7.5,unknown,E,low,30,old
Mirror's Edge,PC,2009,Platform,electronic arts,0.00,0.05,0.00,0.01,0.06,8.1,EA DICE,T,low,17,old
Titan Quest,PC,2006,Role-Playing,thq,0.01,0.04,0.00,0.01,0.06,8.1,Iron Lore Entertainment,T,low,20,old
Amazing Island,GC,2004,Strategy,sega,0.04,0.01,0.00,0.00,0.06,6.6,Hitmaker,E,low,22,old
Space Chimps,DS,2008,Platform,brash entertainment,0.05,0.00,0.00,0.00,0.06,7.5,"Red Tribe, Brash Entertainment",E,low,18,old
SeaBlade,XB,2002,Shooter,tdk mediactive,0.04,0.01,0.00,0.00,0.06,7.5,Simon & Schuster,T,low,24,old
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,konami digital entertainment,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,26,old
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,bam! entertainment,0.03,0.02,0.00,0.01,0.06,7.5,Artificial Mind and Movement,E,low,22,old
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,success,0.05,0.00,0.00,0.00,0.06,7.9,Ninja Studio,T,low,19,old
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,atlus,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,16,old
Saki: Zenkoku-hen,PSV,2015,Misc,kaga create,0.00,0.00,0.06,0.00,0.06,7.5,unknown,E,low,11,recent
Point Blank DS (US sales),DS,2006,Shooter,atari,0.05,0.00,0.00,0.00,0.06,7.5,unknown,E,low,20,old
Ski Region Simulator,PC,2011,Simulation,excalibur publishing,0.00,0.05,0.00,0.01,0.06,7.5,Giants Software,E,low,15,old
MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,sony computer entertainment,0.03,0.02,0.00,0.01,0.06,7.5,unknown,E,low,21,old
Gothic 3,PC,2006,Role-Playing,jowood productions,0.00,0.05,0.00,0.01,0.06,7.3,Piranha Bytes,T,low,20,old
Roogoo Twisted Towers,Wii,2009,Puzzle,southpeak games,0.05,0.00,0.00,0.00,0.05,7.5,unknown,E,low,17,old
Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,kadokawa shoten,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,13,recent
Shining Force III: Scenario 2,SAT,1998,Strategy,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,28,old
History Great Empires: Rome,DS,2009,Strategy,black bean games,0.05,0.00,0.00,0.00,0.05,7.5,Slitherine,E10+,low,17,old
7 Days to Die,XOne,2016,Action,telltale games,0.03,0.02,0.00,0.00,0.05,5.2,The Fun Pimps Entertainment LLC,M,low,10,recent
Chuck E. Cheese's Playhouse,DS,2010,Misc,ufo interactive,0.05,0.00,0.00,0.00,0.05,7.5,UFO Interactive,E,low,16,old
Worms World Party,GBA,2002,Strategy,ubisoft,0.04,0.01,0.00,0.00,0.05,7.5,Fluid Studios,E,low,24,old
Medabots: Metabee,GBA,2002,Role-Playing,natsume,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,24,old
Alvin and the Chipmunks,Wii,2007,Misc,eidos interactive,0.05,0.00,0.00,0.00,0.05,3.6,Sensory Sweep,E,low,19,old
Final Fight: Streetwise,PS2,2006,Action,capcom,0.03,0.02,0.00,0.01,0.05,6.2,Capcom,M,low,20,old
Speed Kings,XB,2003,Racing,acclaim entertainment,0.04,0.01,0.00,0.00,0.05,8.8,Climax Group,E,low,23,old
Rebelstar: Tactical Command,GBA,2005,Strategy,atari,0.04,0.01,0.00,0.00,0.05,9.1,Codo Games,E10+,low,21,old
F1 2010,PC,2010,Racing,codemasters,0.00,0.05,0.00,0.01,0.05,6.6,Codemasters Birmingham,E,low,16,old
Gladiator: Sword of Vengeance,XB,2003,Action,acclaim entertainment,0.04,0.01,0.00,0.00,0.05,7.1,Acclaim Studios Manchester,M,low,23,old
Minna to Kimi no Piramekino!,DS,2010,Misc,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Dungeon Keeper 2,PC,1999,Action,electronic arts,0.00,0.05,0.00,0.01,0.05,8.8,Bullfrog Productions,M,low,27,old
Bombastic,PS2,2002,Puzzle,capcom,0.03,0.02,0.00,0.01,0.05,7.2,Shift,E,low,24,old
NHL Powerplay 98,PS,1997,Sports,virgin interactive,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,29,old
My Amusement Park,DS,2010,Misc,scholastic inc ,0.05,0.00,0.00,0.00,0.05,7.5,"Scholastic, Inc.",E,low,16,old
Chocolatier,DS,2010,Misc,zoo games,0.05,0.00,0.00,0.00,0.05,7.5,Zoo Games,E,low,16,old
Kid Fit Island Resort,Wii,2010,Sports,avanquest,0.05,0.00,0.00,0.00,0.05,7.5,Red Wagon Games,E,low,16,old
Jewel Link Chronicles: Mountains of Madness,DS,2007,Puzzle,avanquest,0.00,0.05,0.00,0.01,0.05,7.5,Avanquest Software,E10+,low,19,old
Olympic Soccer: Atlanta 1996,PS,1996,Sports,u s  gold,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,30,old
Samurai Dou Portable,PSP,2008,Action,spike,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,18,old
Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,sega,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,23,old
Coraline,Wii,2009,Action,d3publisher,0.05,0.00,0.00,0.00,0.05,5.5,Papaya Studios,E10+,low,17,old
Major League Baseball 2K11,PSP,2011,Sports,take two interactive,0.05,0.00,0.00,0.01,0.05,7.5,Visual Concepts,E,low,15,old
Front Mission 2089: Border of Madness,DS,2008,Strategy,square enix,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,18,old
Dual Hearts,PS2,2002,Role-Playing,sony computer entertainment,0.03,0.02,0.00,0.01,0.05,7.5,Matrix Software,E,low,24,old
NFL Quarterback Club 2002,GC,2001,Sports,acclaim entertainment,0.04,0.01,0.00,0.00,0.05,7.5,Acclaim,E,low,25,old
Xiaolin Showdown,DS,2006,Action,konami digital entertainment,0.05,0.00,0.00,0.00,0.05,7.5,Razorback Developments,E,low,20,old
Chaos;Child,PSV,2015,Adventure,5pb,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,11,recent
Hearts of Iron IV,PC,2016,Strategy,paradox interactive,0.00,0.05,0.00,0.00,0.05,6.9,Paradox Development Studio,E,low,10,recent
Wing Commander: Prophecy,GBA,2003,Simulation,destination software  inc,0.04,0.01,0.00,0.00,0.05,8.3,Raylight Studios,T,low,23,old
Drivers Ed Portable,DS,2008,Misc,jowood productions,0.05,0.00,0.00,0.00,0.05,7.5,Trine Games,E,low,18,old
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,atari,0.03,0.02,0.00,0.01,0.05,7.2,Double Helix Games,M,low,20,old
"Murder, She Wrote",PC,2009,Adventure,focus home interactive,0.00,0.04,0.00,0.01,0.05,7.5,Legacy Interactive,T,low,17,old
Captain America: Super Soldier,Wii,2007,Action,sega,0.05,0.00,0.00,0.00,0.05,6.0,High Voltage Software,T,low,19,old
Sega Soccer Slam,XB,2002,Sports,sega,0.04,0.01,0.00,0.00,0.05,8.5,Black Box,E,low,24,old
Enemy Front,PS3,2014,Shooter,city interactive,0.01,0.04,0.00,0.01,0.05,6.0,CI Games,M,low,12,recent
Hakuouki: Reimeiroku,PS2,2010,Adventure,idea factory,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Vertigo,Wii,2009,Strategy,playlogic game factory,0.05,0.00,0.00,0.00,0.05,7.5,Icon Games,E,low,17,old
Blood Omen 2,GC,2002,Action,eidos interactive,0.04,0.01,0.00,0.00,0.05,7.5,Crystal Dynamics,M,low,24,old
Unsolved Crimes,DS,2008,Adventure,empire interactive,0.04,0.01,0.00,0.00,0.05,7.5,Now Production,T,low,18,old
